title	author	genre	pages	language	country	publisher
The Winter Room	gary paulsen	novel	103		united states	scholastic books, 1989
The House of Sixty Fathers	meindert dejong	children's novel			united states	harper  &  brothers
Barabbas (novel)	pär lagerkvist	historical novel	144		sweden	albert bonniers förlag
The Wives of Bath	susan swan	novel	237 pp (canada)		canada	knopf canada (canada), alfred a. knopf (us), granta (uk)
The Two Princesses of Bamarre	gail carson levine	fantasy	256 pp		united states	harpercollins
The Czar's Madman	jaan kross	historical novel	352		estonia	eesti raamat
Here, There Be Dragons	james a. owen	fantasy novel	336 (+16) (paperback edition)		united states	simon  &  schuster
Sudden Death (1995 film)	stephen mertz	novel	218 pp		united states	boulevard books
Kushiel's Scion	jacqueline carey	fantasy	768  (first edition, hardback)		united states	warner books
Kushiel's Justice	jacqueline carey	fantasy	768 (first edition, hardback)		united states	warner books
Prathapa Mudaliar Charithram	samuel vedanayagam pillai	novel			india	
Moderato Cantabile	marguerite duras	novel			france	
Blonde Ambition (novel)	zoey dean	novel	240 pp		united states	little brown
Tall Cool One (novel)	zoey dean	novel	295 pp		united states	little brown
Back in Black (novel)	zoey dean	novel	304 pp		united states	little brown
Fire from Heaven	mary renault	historical novel	375pp		united states	pantheon books
Qadiani Problem	abul ala maududi	non-fiction			pakistan	islamic publications
Whortle's Hope	robin jarvis	fantasy novel	378		united kingdom	hodder headline
Beauty and Sadness (novel)	yasunari kawabata	novel			japan	
Embrace (novel)	mark behr	novel	736 pp		south africa	abacus press (uk)
Wings (Kuzmin novel)	mikhail kuzmin	novel			russia	
The Smell of Apples	mark behr	novel	200 pp		south africa	queillerie (rsa), abacus (uk)
Robota	doug chiang and orson scott card	science fiction	208 pp		united states	chronicle books
The Rosary (novel)	florence l. barclay	novel	390 pp		united kingdom	g.p. putnam's sons
Peculiar Chris	johann s. lee	novel			singapore	cannon international
Metal Fırtına	orkun uçar, burak turna	novel			turkey	
The Courtship of Princess Leia	dave wolverton	science fiction	327		united states	bantam spectra
The Black Gryphon	mercedes lackey  &  larry dixon	fantasy	319		united states	daw books
Thousand Cranes	yasunari kawabata	novel			japan	kawabata publishing
Children of the Thunder	john brunner	science fiction	print (paperback)		great britain	del rey
Sir Thursday	garth nix	fantasy	427		australia	scholastic paperbacks
Across the Zodiac	percy greg	science fiction	vol. 1: 302 pp.  vol. 2: 294 pp.		united kingdom	trübner  &  co
Acorna: The Unicorn Girl	anne mccaffrey	science fiction	416 pp		united states	eos
The Walking Drum	louis l'amour	historical novel	468 pp (first edition, hardback)		united states	bantam books
Bachelors Anonymous	p. g. wodehouse	novel	191 pp		united kingdom	barrie  &  jenkins
The Day My Bum Went Psycho	andy griffiths	children's novel	150		australia	pan books
A Day No Pigs Would Die	robert newton peck	novel			united states	alfred a. knopf
An Artist of the Floating World	kazuo ishiguro	historical novel	206 pp		united kingdom	faber and faber
The Sleeper Awakes	h. g. wells	science fiction	274		united kingdom	
The Quillan Games	d. j. machale	fantasy novel	486 pp (first edition, hardback)		united states	
The Deed of Paksenarrion	elizabeth moon	fantasy	1024 pp		united states	baen books
Dragon's Kin	anne mccaffrey and todd mccaffrey	science fiction novel	292 (first hardcovers)		united states	del rey books
A Spell for Chameleon	piers anthony	fantasy	344 (paperback)		united states	ballantine books  &  del rey
Centaur Aisle	piers anthony	fantasy novel	294 pp (paperback 16th printing)		united states	del rey books
Ogre, Ogre	piers anthony	fantasy novel	307 pp (paperback 18th printing)		united states	del rey books
Crewel Lye: A Caustic Yarn	piers anthony	fantasy novel	303 pp (paperback 9th printing)		united states	del rey books
Golem in the Gears	piers anthony	fantasy novel	279 pp (paperback 7th printing)		united states	del rey books
Vale of the Vole	piers anthony	fantasy novel	324 pp (paperback 1st printing)		united states	
Heaven Cent	piers anthony	fantasy novel	322 pp (paperback 1st printing)		united states	avon books
Man from Mundania	piers anthony	fantasy novel	329 pp (paperback 1st printing)		united states	avon books
Isle of View	piers anthony	fantasy novel	335 pp (paperback 1st printing)		united states	avon books
Demons Don't Dream	piers anthony	fantasy novel	304 pp (hardcover 1st ed.)		united states	tor books
Harpy Thyme	piers anthony	fantasy novel	314 pp (hardcover 1st ed.)		united states	tor books
Geis of the Gargoyle	piers anthony	fantasy novel	315 pp (hardcover 1st ed.)		united states	tor books
Roc and a Hard Place	piers anthony	fantasy novel	312 pp (hardcover 1st ed.)		united states	tor books
Faun  &  Games	piers anthony	fantasy novel	312 pp (hardcover 1st ed.)		united states	tor books
Xone of Contention	piers anthony	fantasy novel	304 (first edition, hardcover)		united states	
The Dastard	piers anthony	fantasy novel	296 pp (hardcover 1st ed.)		united states	tor books
Swell Foop	piers anthony	fantasy	292 pp (first edition, hardback)		united states	tor books
Up in a Heaval	piers anthony	fantasy	339 pp (hardcover 1st ed.)		united states	tor books
Cube Route	piers anthony	fantasy	328 pp (hardcover 1st ed.)		united states	tor books
Currant Events	piers anthony	fantasy novel	329 pp (hardcover 1st ed.)		united states	tor books
Stork Naked	piers anthony	fantasy novel			united states	tor books
Air Apparent	piers anthony	fantasy novel	316		united states	tor books
Otis Spofford	beverly cleary	children's novel	191		united states	william morrow  &  co.
Crossing the Line (novel)	karen traviss	science fiction novel	384 pp		england	harpercollins
The World Before	karen traviss	science fiction novel			united states	harpercollins
The Affluent Society	john kenneth galbraith	non-fiction			united states	houghton mifflin
Acorna's Quest	anne mccaffrey and margaret ball	science fiction	416 pp		united states	eos
Dissolution (Forgotten Realms novel)	richard lee byers	fantasy novel	344 pp (first edition, hardback)  &    384 pp (paperback edition)		united states	
Not Without Laughter	langston hughes	novel	324		united states	
Shriek: An Afterword	jeff vandermeer	fantasy	352 pp.		united states	tor books
A Frolic of His Own	william gaddis	novel	592 pages (hard)   512 pages (paper)		united states	
Murphy (novel)	samuel beckett	novel			united kingdom	routledge
A Man on the Moon	andrew chaikin	non-fiction				viking
The Dragon Masters	jack vance	science fiction			united states	ace books
Last Human	doug naylor	science fiction			united kingdom	viking books
Yoda: Dark Rendezvous	sean stewart	science fiction	432		united states	del rey
All Things Betray Thee	gwyn thomas	historical novel				michael joseph
The Book of Earth	marjorie b. kellogg	fantasy novel	336 pp		united states	daw books
The Legend of Huma	richard a. knaak	fantasy novel	384 pp		united states	tsr, inc.
Making Money	terry pratchett	fantasy				doubleday
Shadowmarch	tad williams	fantasy novel	672 pp (first edition, hardback)		united states	daw books
Voyage of Slaves	brian jacques	fantasy novel	384 pp		united kingdom	puffin books
Planet of Twilight	barbara hambly	science fiction	hardcover: 416  paperback: 416		united states	bantam spectra
MedStar I: Battle Surgeons	michael reaves and steve perry	science fiction	320		united states	del rey
MedStar II: Jedi Healer	michael reaves and steve perry	science fiction	320		united states	del rey
Shock (novel)	robin cook	science fiction novel	404 (paperback edition)		united states	g. p. putnam's sons, macmillan and pan books
The Secret of Sinharat	leigh brackett	science fiction	95		united states	ace books
Best Friends (Wilson novel)	jacqueline wilson	children's novel	228 pp		united kingdom	doubleday (first edition, hardback)
The Reprieve	jean-paul sartre	novel	464		france	gallimard, knopf, vintage
Troubled Sleep	jean-paul sartre	novel	432		france	gallimard, knopf, vintage
Raja Gidh	bano qudsia	novel			pakistan	sang-e-meel
The White Hotel	d. m. thomas	fantasy	240 pp		great britain	gollancz
Comet in Moominland	tove jansson	children's novel			finland	
Finn Family Moomintroll	tove jansson	children's novel			finland	farrar, straus and giroux in us, penguin books in uk
Moominsummer Madness	tove jansson	children's novel			finland	
The Star Fraction	ken macleod	science fiction			united kingdom	
Married Life (novel)	david vogel	fiction	500 pp			peter halban publishers
Moominland Midwinter	tove jansson	children's novel			finland	gebers
Sybil (novel)	benjamin disraeli	fiction			united kingdom	henry colburn
Foxes' Oven	michael de larrabeiti	novel			united kingdom	robert hale
The Gathering (Carmody novel)	isobelle carmody	fantasy novel	266		australia	puffin books
The War of the Roses (novel)	warren adler	novel	263 pp		united states	warner books inc
Deus Irae	philip k. dick and roger zelazny	science fiction	182 pp		united states	doubleday
The Novice (novel)	trudi canavan	fantasy novel	581 pp (uk edition)		australia	orbit books
The Magicians' Guild	trudi canavan	fantasy novel	469 pp (uk edition)		australia	orbit books
The High Lord	trudi canavan	fantasy novel	647 pp (uk edition)		australia	atom books
The Dream Life of Balso Snell	nathanael west	novel	95 pp		united states	contact editions
The Influence of Sea Power upon History	alfred thayer mahan	non-fiction			united states	
Into a Dark Realm	raymond e. feist	fantasy	386 (first edition)		united states  united kingdom	voyager books
Darksaber	kevin j. anderson	science fiction	hardcover: 399  paperback: 464		united states	bantam spectra
Children of the Jedi	barbara hambly	science fiction	hardcover: 345  paperback: 409		united states	bantam spectra
Star Wars Republic Commando: Triple Zero	karen traviss	science fiction	448		united kingdom	del rey
The New Rebellion	kristine kathryn rusch	science fiction	hardcover: 383  paperback: 532		united states	bantam spectra
The Crystal Star	vonda mcintyre	science fiction	hardcover: 309  paperback: 313		united states	bantam spectra
Trial of Champions	ian livingstone	fantasy				
Jedi Apprentice: The Followers	jude watson	science fiction	154		united states	scholastic
Look to the Lady	margery allingham	crime novel			united kingdom	jarrolds publishing  doubleday, doran
Police at the Funeral	margery allingham	crime novel			united kingdom	heinemann
Insurrection (Forgotten Realms novel)	thomas m. reid	fantasy novel	365 pp (paperback edition)		usa	wizards of the coast
Condemnation (novel)	richard baker	fantasy novel	352 pp (hardcover edition)		united states	wizards of the coast
Extinction (Forgotten Realms novel)	lisa smedman	fantasy novel	352 pp (hardcover edition)		united states	wizards of the coast
Annihilation (Forgotten Realms novel)	philip athans	fantasy novel	352 pages		united states	wizards of the coast
Resurrection (Forgotten Realms)	paul s. kemp	fantasy novel	352 pp		united states	wizards of the coast
Homeland (Forgotten Realms novel)	r. a. salvatore	fantasy	352 (paperback)		united states	tsr
Sojourn (novel)	r. a. salvatore	fantasy novel	309		united states	
The Cleric Quintet	r. a. salvatore	fantasy novel			united states	
Starless Night	r. a. salvatore	fantasy	311		united states	wizards of the coast
Siege of Darkness	r. a. salvatore	fantasy			united states	
Passage to Dawn	r. a. salvatore	fantasy			united states	wizards of the coast
The Two Swords	r. a. salvatore	fantasy			united states	
The Spine of the World	r. a. salvatore	fantasy			united states	wizards of the coast
Servant of the Shard	r.a. salvatore	fantasy			united states	wizards of the coast
Road of the Patriarch	r. a. salvatore	fantasy			united states	wizards of the coast
A Glastonbury Romance	john cowper powys	novel	1174 (1932, new york)		england	simon  &  schuster (us); the bodley head (uk)
Someone Comes to Town, Someone Leaves Town	cory doctorow	fantasy novel	320 pp (hardback edition)  &  320 pp (paperback edition)		united states	tor books
